Country,year,Region,Health expenditure per capita US,"Hospital beds (per 1,000 people)",Number of physicians(per 1000 people),"Mortality from CVD,cancer,diabetes or CRD",Population growth (annual %)
Norway,2012,Europe & Central Asia,8970.12011719,3.97,2.5532,10.7,1.31344098868985
Norway,2013,Europe & Central Asia,9241.265625,3.86,2.5991,10.5,1.20914158930136
Norway,2014,Europe & Central Asia,9118.31738281,3.84,2.6832,9.9,1.12773667734928
Norway,2015,Europe & Central Asia,7565.54980469,3.76,2.6474,9.5,0.995084736958414
Norway,2016,Europe & Central Asia,7496.76855469,3.68,2.6983,9.5,0.880969815359919
Norway,2017,Europe & Central Asia,7815.78662109,3.6,2.8342,9.2,0.807673181884948
Oman,2000,Middle East & North Africa,263.51751709,2.18,1.4365,34.9,0.578174191709606
Oman,2002,Middle East & North Africa,274.37960815,2.04,1.257,34.4,1.72369537207283
Oman,2004,Middle East & North Africa,301.33010864,2.2,1.5829,33.7,2.45723592961461
Oman,2005,Middle East & North Africa,320.21218872,2.1,1.6653,1,2.65228150848964
Oman,2006,Middle East & North Africa,333.23526001,2.1,1.7743,34.3,2.72989868376688
Oman,2007,Middle East & North Africa,384.20870972,2.02,1.8471,33.9,2.91774191233045
Oman,2008,Middle East & North Africa,445.4979248,2.02,1.888,1,3.46898516916294
Oman,2009,Middle East & North Africa,476.11990356,1.9,1.9341,33.4,4.45166232941484
Oman,2010,Middle East & North Africa,529.08093262,1.77,1.9274,32.7,5.58643325914853
Oman,2011,Middle East & North Africa,533.03204346,1.77,1.9464,30.8,6.66645722749049
Oman,2012,Middle East & North Africa,559.01855469,1.65,2.0169,30.1,7.32062229729818
Oman,2013,Middle East & North Africa,584.1394043,1.71,2.0381,27.1,7.34958283177602
Oman,2014,Middle East & North Africa,710.04162598,1.58,2.1481,24.5,6.73889353552856
Oman,2015,Middle East & North Africa,695.19116211,1.56,2.0889,23.8,5.7905914207208
Oman,2016,Middle East & North Africa,637.19128418,1.49,1.9249,22.8,4.84573377215671
Oman,2017,Middle East & North Africa,601.21783447,1.47,1.9572,22.5,4.08380596990524
Pakistan,2000,South Asia,15.58189678,0.67,0.6451,33.5,2.64739931502914
Pakistan,2001,South Asia,13.58520126,0.66,0.6593,33.6,2.52149866831143
Pakistan,2004,South Asia,15.63451576,0.68,0.7423,33.5,2.30598367710782
Pakistan,2005,South Asia,19.88389397,0.7,0.7882,33.3,2.29642161843433
Pakistan,2007,South Asia,28.44916725,1,0.7619,32.7,2.28167186525189
Pakistan,2008,South Asia,25.72966003,0.6,0.7806,32.4,2.26305004896445
Pakistan,2009,South Asia,24.05052757,0.6,0.7951,1,2.23333573207748
Pakistan,2010,South Asia,25.25600243,0.6,0.8076,31.8,2.19703454391766
Pakistan,2011,South Asia,27.06708717,0.6,0.8311,31.5,2.1587965238654
Pakistan,2012,South Asia,27.04106331,0.6,0.859,31.3,2.12622217687153
Pakistan,2013,South Asia,29.97559357,0.6,0.8771,31.1,2.10324458397736
Pakistan,2014,South Asia,34.69661713,0.6,0.8972,30.9,2.09245641637654
Pakistan,2015,South Asia,35.98087311,0.6,0.9262,30.7,2.08855182687829
Pakistan,2016,South Asia,38.91104126,0.63,0.962,30.4,2.08632617723589
Pakistan,2017,South Asia,42.25715637,0.63,1.0005,30.1,2.07757838708128
Panama,2002,Latin America & Caribbean,291.9536438,2.5,1.3346,12.4,1.90919616917819
Panama,2004,Latin America & Caribbean,326.21090698,2.4,1.3216,12.3,1.86162107227921
Panama,2005,Latin America & Caribbean,304.47799683,2.2,1.3477,12.1,1.844594481936
Panama,2006,Latin America & Caribbean,350.74438477,2.3,1.3489,12.2,1.82843415437771
Panama,2007,Latin America & Caribbean,427.22872925,2.3,1.3032,11.5,1.81144133251892
Panama,2008,Latin America & Caribbean,489.81594849,2.3,1.3808,11.5,1.79442753117612
Panama,2009,Latin America & Caribbean,530.07055664,2.3,1.3092,11.6,1.77615040079667
Panama,2010,Latin America & Caribbean,572.6137085,2.3,1.4058,11.5,1.75791916002705
Panama,2011,Latin America & Caribbean,616.99951172,2.27,1.4976,11.5,1.7359675150347
Panama,2012,Latin America & Caribbean,703.82843018,2.33,1.5979,11.8,1.71610529133903
Panama,2013,Latin America & Caribbean,790.77667236,2.3,1.5821,11.5,1.70425637555166
Panama,2016,Latin America & Caribbean,1050.24365234,2.25,1.5687,10.7,1.71342547401684
Paraguay,2002,Latin America & Caribbean,54.52845001,1.2000000477,1.1488,16.1,1.88896533012197
Peru,2007,Latin America & Caribbean,158.85267639,1.2,1.6648,10.1,0.818626243389892
Peru,2009,Latin America & Caribbean,208.8805542,1.6,0.9472,11.6,0.803219606503164
Peru,2010,Latin America & Caribbean,242.19200134,1.5,0.92,11.8,0.812925977468265
Peru,2012,Latin America & Caribbean,310.91369629,1.52,1.1411,11.2,0.825158485436818
Peru,2016,Latin America & Caribbean,318.45950317,1.59,1.3048,1,1.48315720541552
Philippines,2001,East Asia & Pacific,28.20890999,1,1.2201,23.8,2.13259721715136
Philippines,2002,East Asia & Pacific,27.33049011,0.5,1.1107,24.4,2.10192867951874
Philippines,2006,East Asia & Pacific,54.86775589,1.07,1.2361,1,1.79372218827953
Philippines,2007,East Asia & Pacific,65.47948456,1.05,1.2441,24.6,1.71110434098395
Philippines,2008,East Asia & Pacific,77.18696594,1.04,1.2558,24.6,1.65996399032321
Philippines,2009,East Asia & Pacific,79.30064392,1.06,1.2632,24.8,1.64985843674273
Philippines,2010,East Asia & Pacific,91.60559845,1.06,1.2717,24.4,1.6661133640265
Poland,2000,Europe & Central Asia,238.00448608,4.9000000954,2.2053,1,-1.04433539837844
Poland,2002,Europe & Central Asia,315.83145142,5.5999999046,2.2882,23.4,-0.0463189372499392
Poland,2003,Europe & Central Asia,339.33520508,6.68,2.4188,23.2,-0.067492701646486
Poland,2004,Europe & Central Asia,392.00338745,6.67,2.2771,22.9,-0.0585127351273288
Poland,2005,Europe & Central Asia,465.70019531,6.52,2.1267,22.5,-0.043948953332248
Poland,2006,Europe & Central Asia,524.09747314,6.47,2.1671,22.4,-0.0633705742926632
Poland,2007,Europe & Central Asia,660.92468262,6.42,2.1776,22.2,-0.0543050208038707
Poland,2008,Europe & Central Asia,892.59686279,6.62,2.1482,21.6,0.0136373796827091
Poland,2009,Europe & Central Asia,759.60577393,6.65,2.1593,21.5,0.067763227021235
Poland,2010,Europe & Central Asia,809.19940186,6.61,2.1707,20.6,-0.285609121534849
Poland,2011,Europe & Central Asia,866.09466553,6.63,2.1997,1,0.0537697088781007
Poland,2012,Europe & Central Asia,815.1418457,6.63,2.2242,20.1,-2.39076003298365e-4
Poland,2013,Europe & Central Asia,878.08850098,6.61,2.234,19.7,-0.0603600174744649
Poland,2014,Europe & Central Asia,911.29815674,6.63,2.302,1,-0.0748462292920506
Poland,2015,Europe & Central Asia,803.95965576,6.63,2.3252,19.4,-0.0666411009657168
Poland,2016,Europe & Central Asia,813.47277832,6.64,2.4146,18.6,-0.04298513087435
Poland,2017,Europe & Central Asia,909.57818604,6.62,2.3788,18.2,0.0124800985844923
Portugal,2000,Europe & Central Asia,969.55218506,3.71,3.2026,15.8,0.702859953319024
Portugal,2001,Europe & Central Asia,989.62115479,3.65,3.2618,15.5,0.705230637323876
Portugal,2002,Europe & Central Asia,1110.3873291,3.57,3.2996,1,0.547667939660689
Portugal,2003,Europe & Central Asia,1409.02941895,3.58,3.3497,14.8,0.375411414855816
Portugal,2004,Europe & Central Asia,1682.24243164,3.59,3.4206,1,0.239128989611917
Portugal,2005,Europe & Central Asia,1774.18530273,3.56,3.4999,14.2,0.185532266654625
Portugal,2006,Europe & Central Asia,1814.21362305,3.48,3.5654,13.5,0.18033244147767
Portugal,2007,Europe & Central Asia,2069.86083984,3.44,3.6483,13.1,0.196304384487306
Portugal,2008,Europe & Central Asia,2331.42993164,3.39,3.7405,12.9,0.144191279853498
Portugal,2009,Europe & Central Asia,2288.64355469,3.37,3.8479,12.7,0.0953308592370666
Portugal,2010,Europe & Central Asia,2215.25732422,3.37,3.9756,12.4,0.0459100367184907
Portugal,2011,Europe & Central Asia,2210.58740234,3.37,4.1178,12.2,-0.147084878575482
Portugal,2012,Europe & Central Asia,1918.49072266,3.41,4.2361,12.1,-0.405421787747567
Portugal,2013,Europe & Central Asia,1959.98156738,3.39,4.3932,11.8,-0.548815210952228
Portugal,2014,Europe & Central Asia,1989.54211426,3.32,4.5567,11.5,-0.539190466792077
Portugal,2015,Europe & Central Asia,1725.22290039,3.37,4.7487,11.5,-0.414141101993213
Portugal,2016,Europe & Central Asia,1880.15686035,3.39,4.9397,11.5,-0.315459016997883
Portugal,2017,Europe & Central Asia,2003.26330566,3.39,5.124,11.3,-0.243889410358812
Qatar,2001,Middle East & North Africa,659.98406982,2.42,2.217,26.4,3.73482305388275
Qatar,2005,Middle East & North Africa,1321.93945313,2.43,2.4844,1,13.8697349388998
Qatar,2006,Middle East & North Africa,1311.67602539,2.52,2.2617,22.1,16.7001995945579
Qatar,2008,Middle East & North Africa,1283.84924316,2.52,3.2087,1,16.4755762908398
Qatar,2009,Middle East & North Africa,1270.24853516,1.4,3.0975,18.7,14.1439235768071
Qatar,2010,Middle East & North Africa,1206.00305176,1.23,3.7273,17.3,11.483371018728601
Qatar,2014,Middle East & North Africa,2041.58947754,1.2,1.7351,12.8,5.11490132315641
Qatar,2016,Middle East & North Africa,1822.36999512,1.2,2.6944,11.2,3.39762651032449
Qatar,2017,Middle East & North Africa,1667.37255859,1.25,8e-4,10.8,2.61575105799256
Romania,2000,Europe & Central Asia,69.89345551,7.7,1.9531,26.5,-0.129440039806255
Romania,2001,Europe & Central Asia,78.8175354,7.74,1.9816,26.7,-1.39542998635748
Romania,2002,Europe & Central Asia,96.57698822,7.67,2.096,27.2,-1.83065499370162
Romania,2003,Europe & Central Asia,143.54553223,6.75,1.905,26.8,-0.7212622974018
Romania,2004,Europe & Central Asia,190.7950592,6.74,2.2314,25.7,-0.569786272532879
Romania,2005,Europe & Central Asia,254.52961731,6.78,2.2126,25.5,-0.61753095660306
Romania,2006,Europe & Central Asia,291.00408936,6.74,2.2104,24.8,-0.592402560029107
Romania,2007,Europe & Central Asia,415.06790161,6.54,2.2915,24.1,-1.47722298197717
Romania,2008,Europe & Central Asia,521.31561279,6.57,2.4133,23.7,-1.66638264306554
Romania,2009,Europe & Central Asia,449.37692261,6.62,2.4414,23.7,-0.833088754778975
Romania,2010,Europe & Central Asia,472.20751953,6.28,2.4804,23.1,-0.593959183588628
Romania,2011,Europe & Central Asia,426.59973145,6.31,2.5153,22.1,-0.491866212866043
Romania,2012,Europe & Central Asia,401.67105103,6.6,2.5887,1,-0.445177936198383
Romania,2013,Europe & Central Asia,495.23623657,6.67,2.624,21.4,-0.371323062878035
Romania,2016,Europe & Central Asia,476.24505615,6.84,2.2565,21.6,-0.573660845379617
Romania,2017,Europe & Central Asia,555.11309814,6.89,2.9807,21.5,-0.578007015146885
Russian Federation,2000,Europe & Central Asia,95.4120636,11.4,2.3225,36.9,-0.420614990249978
Russian Federation,2001,Europe & Central Asia,118.10948944,11.33,2.2958,37.5,-0.424090524785415
Russian Federation,2002,Europe & Central Asia,140.75538635,11.15,2.3193,38.4,-0.460024258081391
Russian Federation,2003,Europe & Central Asia,164.6477356,11.04,2.3163,38.3,-0.453780668020263
Russian Federation,2004,Europe & Central Asia,209.19709778,11.13,2.3099,37.4,-0.402681471328549
Russian Federation,2005,Europe & Central Asia,271.88461304,11.01,2.3204,37.3,-0.381452794741516
Russian Federation,2006,Europe & Central Asia,352.55194092,10.9,2.3721,34.6,-0.327445270108383
Russian Federation,2007,Europe & Central Asia,461.50531006,10.71,2.3841,32.8,-0.17108203294568
Russian Federation,2008,Europe & Central Asia,609.16021729,9.85,2.3812,32.8,-0.0439492591634852
Russian Federation,2009,Europe & Central Asia,515.85449219,9.68,2.3924,31.6,0.0301077605196216
Russian Federation,2010,Europe & Central Asia,566.09088135,9.41,2.393,30.9,0.0448957880908489
Russian Federation,2011,Europe & Central Asia,682.6605835,9.42,6.6305,29.1,0.077981777433695
Russian Federation,2012,Europe & Central Asia,757.04455566,9.3,4.1303,27.7,0.168305035277726
Russian Federation,2013,Europe & Central Asia,807.07653809,9.07,4.0705,26.8,0.212950704549247
Russian Federation,2014,Europe & Central Asia,737.64923096,8.81,4.0114,28.4,0.217642262118
Russian Federation,2015,Europe & Central Asia,498.05596924,8.35,3.7494,26.4,0.192557946508244
Russian Federation,2016,Europe & Central Asia,464.89776611,8.16,4.0139,1,0.170245238698228
Rwanda,2004,Sub-Saharan Africa,20.55388832,1.7,0.049,27.5,1.43126145069821
Samoa,2003,East Asia & Pacific,85.76576996,2.04,0.2817,33.3,0.605272962420399
Samoa,2005,East Asia & Pacific,126.31748962,1,0.2782,1,0.627934157313632
Saudi Arabia,2000,Middle East & North Africa,386.25921631,2.3,0.7235,25.5,2.29734876534761
Saudi Arabia,2001,Middle East & North Africa,387.48629761,3.23,0.6822,25.5,2.57406723814462
Saudi Arabia,2004,Middle East & North Africa,400.87582397,2.24,1.37,25.6,2.96600342613357
Saudi Arabia,2007,Middle East & North Africa,587.97845459,2.2,1.622,26.2,2.762800178975
Saudi Arabia,2008,Middle East & North Africa,596.52648926,2.21,2.0626,26.2,2.75679467813432
Saudi Arabia,2009,Middle East & North Africa,691.32269287,2.17,2.076,1,2.82495712979043
Saudi Arabia,2010,Middle East & North Africa,702.67108154,2.2,2.4074,25.7,2.92764323588465
Saudi Arabia,2011,Middle East & North Africa,881.39575195,2.14,2.4607,1,3.03897438018909
Saudi Arabia,2012,Middle East & North Africa,1014.699646,2.09,2.453,24.3,3.09072464553231
Saudi Arabia,2014,Middle East & North Africa,1278.9765625,2.65,2.5654,23.3,2.83622090250505
Saudi Arabia,2016,Middle East & North Africa,1160.04992676,2.23,2.3776,22.3,2.2624230012955
Saudi Arabia,2017,Middle East & North Africa,1456.9395752,2.24,2.5366,21.8,2.00706639082931
Senegal,2008,Sub-Saharan Africa,49.03627014,0.3,0.0617,21.1,2.68144527622377
Serbia,2005,Europe & Central Asia,307.56558228,5.9,2.2609,27.2,-0.300431132565912
Serbia,2006,Europe & Central Asia,371.55731201,5.54,2.2858,26.4,-0.393204593401
Serbia,2007,Europe & Central Asia,547.19036865,5.35,2.3447,25.8,-0.405458541825536
Serbia,2008,Europe & Central Asia,671.95648193,5.34,2.4215,25.1,-0.425705551624613
Serbia,2009,Europe & Central Asia,575.46911621,5.35,2.4467,24.8,-0.400994905201716
Serbia,2010,Europe & Central Asia,545.29107666,5.4,2.482,24.6,-0.402005900874718
Serbia,2011,Europe & Central Asia,619.08001709,5.43,2.5003,23.2,-0.789468997859736
Serbia,2012,Europe & Central Asia,559.81359863,5.44,2.4961,22.7,-0.485299545092705
Serbia,2013,Europe & Central Asia,627.53302002,5.5,2.4945,22.2,-0.486591387059998
Serbia,2014,Europe & Central Asia,608.85858154,5.52,2.4611,22.1,-0.469489291237153
Serbia,2015,Europe & Central Asia,491.25177002,5.58,2.4603,22.2,-0.494772574469842
Serbia,2016,Europe & Central Asia,486.42944336,5.59,3.1131,21.8,-0.523694463062603
Seychelles,2006,Sub-Saharan Africa,531.09979248,5.7,0.838,23.4,2.0805967352947
Seychelles,2009,Sub-Saharan Africa,362.47619629,3.9,1.1344,22.1,0.39253094807516
Seychelles,2011,Sub-Saharan Africa,531.92407227,3.6,1.1643,20.7,-2.62865635521684
Singapore,2001,East Asia & Pacific,696.6171875,2.9000000954,1.4095,16.1,2.69735584326358
Singapore,2003,East Asia & Pacific,852.96881104,2.8,1.5451,14.2,-1.47453284191939
Singapore,2005,East Asia & Pacific,908.94598389,3.2,1.5819,13.1,2.35051128857175
Singapore,2006,East Asia & Pacific,990.80169678,3.2,1.5744,12.5,3.1293891560754
Singapore,2007,East Asia & Pacific,1121.3425293,3.22,1.6127,12.5,4.16600286360933
Singapore,2008,East Asia & Pacific,1295.24987793,3.1,1.6418,12.5,5.32151708302623
Singapore,2011,East Asia & Pacific,1676.00183105,1,1.7232,1,2.08490245606007
Singapore,2013,East Asia & Pacific,2078.59448242,2.19,1.8958,10.3,1.61930809858875
Singapore,2014,East Asia & Pacific,2206.10742188,2.24,2.0125,9.8,1.29844017799226
Singapore,2016,East Asia & Pacific,2476.17456055,2.48,2.2936,9.7,1.29743609938602
Slovak Republic,2000,Europe & Central Asia,203.50627136,7.86,3.3475,25.4,-0.135376487794425
Slovak Republic,2001,Europe & Central Asia,212.22207642,7.67,3.3374,25.1,-0.18301227099618
Slovak Republic,2002,Europe & Central Asia,254.12765503,7.57,3.3122,24.2,-0.0363525509687338
Slovak Republic,2003,Europe & Central Asia,344.47335815,7.25,3.271,23.9,-0.0658215070322074
Slovak Republic,2004,Europe & Central Asia,511.52987671,6.91,3.3061,23.1,-0.0203617202597358
Slovak Republic,2005,Europe & Central Asia,601.31323242,6.79,3.0224,1,0.00980913417308711
Slovak Republic,2006,Europe & Central Asia,729.01324463,6.73,3.1563,22.4,0.00459711883568263
Slovak Republic,2007,Europe & Central Asia,1029.30041504,6.78,3.3747,22.4,0.0291784011934372
Slovak Republic,2008,Europe & Central Asia,1251.67724609,6.59,3.3561,21.4,0.0857552995195914
Slovak Republic,2009,Europe & Central Asia,1320.09301758,6.54,3.2953,21.1,0.133257321027673
Slovak Republic,2010,Europe & Central Asia,1296.54284668,6.46,3.351,20.5,0.0931912731899838
Slovak Republic,2011,Europe & Central Asia,1352.43835449,6.05,3.2999,19.7,0.128936462723796
Slovak Republic,2012,Europe & Central Asia,1319.43835449,5.91,3.3598,18.8,0.170183855326072
Slovak Republic,2013,Europe & Central Asia,1370.46765137,5.8,3.3855,18.9,0.107458009492367
Slovak Republic,2014,Europe & Central Asia,1289.34838867,5.79,3.4214,18.2,0.0970454215834878
Slovak Republic,2015,Europe & Central Asia,1108.87817383,5.75,3.4438,17.5,0.0950338786482762
Slovak Republic,2016,Europe & Central Asia,1175.5970459,5.78,3.4664,1,0.128922329956911
Slovak Republic,2017,Europe & Central Asia,1189.07226563,5.82,3.4156,16.5,0.155178995687406
Slovenia,2000,Europe & Central Asia,796.64703369,5.4,2.1527,18.5,0.29607496005045
Slovenia,2001,Europe & Central Asia,826.22576904,5.16,2.1761,18.5,0.157498742047657
Slovenia,2002,Europe & Central Asia,944.87139893,5.09,2.2342,17.6,0.123915442323272
Slovenia,2003,Europe & Central Asia,1203.06347656,4.96,2.2561,17.7,0.0602967792572922
Slovenia,2004,Europe & Central Asia,1368.64868164,4.8,2.3058,16.7,0.0640662022616923
Slovenia,2005,Europe & Central Asia,1449.18920898,4.83,2.3519,16.1,0.173208905073743
Slovenia,2006,Europe & Central Asia,1541.66430664,4.77,2.3672,15.6,0.31911453657107
Slovenia,2007,Europe & Central Asia,1795.95043945,4.66,2.3925,15.1,0.559207815536831
Slovenia,2008,Europe & Central Asia,2179.45239258,4.74,2.3994,14.2,0.158140843634363
Slovenia,2009,Europe & Central Asia,2125.05688477,4.6,2.4167,14.2,0.903875535210913
Slovenia,2010,Europe & Central Asia,2017.14660645,4.57,2.4367,13.5,0.43607948463593
Slovenia,2011,Europe & Central Asia,2147.80517578,4.62,2.4965,13.3,0.207732702329724
Slovenia,2012,Europe & Central Asia,1974.85400391,4.54,2.5406,13.1,0.210024305900448
Slovenia,2013,Europe & Central Asia,2055.38134766,4.55,2.6252,1,0.135726228915631
Slovenia,2014,Europe & Central Asia,2062.38476563,4.54,2.7628,12.4,0.0983519219451147
Slovenia,2015,Europe & Central Asia,1775.86083984,4.51,2.8148,12.8,0.075190689011533
Slovenia,2016,Europe & Central Asia,1835.40734863,4.49,3.0007,12.1,0.0731972072415279
Slovenia,2017,Europe & Central Asia,1925.03479004,4.5,3.0861,12.3,0.0651590392490152
Solomon Islands,2003,East Asia & Pacific,55.58278275,2.2,0.1342,36.1,2.62511532913077
Solomon Islands,2005,East Asia & Pacific,91.19007874,1.4,0.1894,1,2.449105518236
Solomon Islands,2011,East Asia & Pacific,115.50505066,1.66,0.2013,40.6,2.55507020291129
Solomon Islands,2012,East Asia & Pacific,106.24951172,1.4,0.1546,40.4,2.650329874041
South Africa,2004,Sub-Saharan Africa,329.23864746,2.87,0.7365,32.2,1.21776220298327
South Africa,2007,Sub-Saharan Africa,392.03070068,2.41,0.6988,32.2,1.29149827532559
South Africa,2008,Sub-Saharan Africa,377.08743286,2.39,0.6968,32.3,1.3341170229958
South Africa,2010,Sub-Saharan Africa,543.44128418,2.3,0.7341,31.3,1.45528193348191
Spain,2000,Europe & Central Asia,1005.28399658,3.65,3.1158,13.7,0.447137014535835
Spain,2001,Europe & Central Asia,1045.05065918,3.58,3.1002,13.3,0.694068084334464
Spain,2002,Europe & Central Asia,1174.5793457,3.53,3.0932,13.1,1.41259540475782
Spain,2003,Europe & Central Asia,1641.05871582,3.44,3.1928,1,1.80845446818345
Spain,2004,Europe & Central Asia,1924.4453125,3.4,3.4135,12.5,1.7254663034483
Spain,2005,Europe & Central Asia,2060.33081055,3.34,2.7605,12.4,1.68934904712031
Spain,2006,Europe & Central Asia,2242.17822266,3.29,2.8206,1,1.69035255626114
Spain,2007,Europe & Central Asia,2606.17895508,3.25,2.8747,11.8,1.85108130845179
Spain,2008,Europe & Central Asia,2995.04980469,3.2,2.9847,11.4,1.59533049906372
Spain,2009,Europe & Central Asia,2937.53442383,3.16,3.0395,11.3,0.88573598057307
Spain,2010,Europe & Central Asia,2789.53393555,3.11,3.0292,1,0.460408305051304
Spain,2011,Europe & Central Asia,2909.11767578,3.05,3.0473,10.9,0.355338396471428
Spain,2012,Europe & Central Asia,2591.01611328,2.99,3.1396,10.7,0.0649259625617232
Spain,2013,Europe & Central Asia,2629.60546875,2.96,3.1425,10.4,-0.327669039579687
Spain,2014,Europe & Central Asia,2679.84814453,2.97,3.1657,10.2,-0.298951059088036
Spain,2015,Europe & Central Asia,2349.23388672,2.98,3.2166,10.3,-0.077588861590047
Spain,2016,Europe & Central Asia,2376.72119141,2.97,3.8112,10.2,0.0844301500680736
Spain,2017,Europe & Central Asia,2522.64428711,2.97,3.8723,1,0.234587922968563
Sri Lanka,2000,South Asia,43.71691132,2.9,0.4241,19.2,0.610633602585677
Sri Lanka,2001,South Asia,41.32370377,1,0.4433,18.6,0.711721622429264
Sri Lanka,2004,South Asia,50.92406845,3.1,0.5405,17.4,0.844925912065483
Sri Lanka,2010,South Asia,108.27518463,3.51,0.7239,1,0.684559602845539
Sri Lanka,2012,South Asia,113.44898224,3.6,0.7645,15.2,0.129846810394944
Sri Lanka,2017,South Asia,158.7149353,4.15,0.9277,13.9,1.13022048648777
St. Lucia,2002,Latin America & Caribbean,304.02978516,3.2000000477,0.4391,19.1,0.76076644723445
St. Lucia,2003,Latin America & Caribbean,322.10931396,2.9,0.4673,1,0.711426410045013
St. Lucia,2005,Latin America & Caribbean,337.52008057,1,0.508,18.5,0.975935476929787
St. Lucia,2007,Latin America & Caribbean,439.90484619,2.8,0.185,17.7,1.36089205658415
St. Lucia,2009,Latin America & Caribbean,426.18545532,1.5,0.1045,17.2,1.29270078566281
St. Lucia,2011,Latin America & Caribbean,461.78833008,1.46,1.8063,16.5,0.82716485691794
St. Lucia,2013,Latin America & Caribbean,482.43463135,1.2,2.4394,16.9,0.480576033839801
St. Lucia,2017,Latin America & Caribbean,473.31924438,1.3,0.6409,17.8,0.513598722226695
St. Vincent and the Grenadines,2001,Latin America & Caribbean,171.39845276,4.7,0.5746,23.5,0.0982937764600101
St. Vincent and the Grenadines,2004,Latin America & Caribbean,195.94268799,4.5,0.9309,22.4,0.182621498628955
St. Vincent and the Grenadines,2010,Latin America & Caribbean,286.35494995,2.6,0.6648,19.5,-0.0304775276772351
Sudan,2000,Sub-Saharan Africa,15.23164654,0.81,0.158,26.1,2.40638171779433
Sudan,2004,Sub-Saharan Africa,32.12231064,0.71,0.2499,24.8,2.52606883804909
Sudan,2006,Sub-Saharan Africa,61.05639648,0.73,0.35,24.3,2.27543686612699
Sudan,2007,Sub-Saharan Africa,90.58113861,0.73,0.3503,24.1,2.18305556388922
Sudan,2008,Sub-Saharan Africa,92.22037506,0.73,0.3271,1,2.14074008464901
Sudan,2010,Sub-Saharan Africa,93.45315552,0.72,0.28,23.6,2.22824511570542
Sudan,2014,Sub-Saharan Africa,116.93514252,8.01,0.1903,23.5,2.41210746724027
Sudan,2015,Sub-Saharan Africa,158.89530945,0.67,0.4073,23.3,2.40720186967684
Sudan,2017,Sub-Saharan Africa,192.60665894,0.74,0.2618,23.1,2.39524232580927
Suriname,2000,Latin America & Caribbean,168.91874695,3.9,0.4056,1,1.18849148229012
Suriname,2004,Latin America & Caribbean,221.22236633,3.1,0.8102,23.4,1.1699185411423
Suriname,2009,Latin America & Caribbean,394.90219116,2.6,0.7054,20.9,1.1518678453081
Suriname,2015,Latin America & Caribbean,532.49725342,3.05,1.0463,20.6,1.05321474744821
Suriname,2017,Latin America & Caribbean,335.10848999,1,1.1849,21.6,0.989629209249985
Sweden,2000,Europe & Central Asia,2173.19384766,3.58,3.0731,13.2,0.160575484575313
Sweden,2001,Europe & Central Asia,2155.44018555,3.27,3.1767,12.9,0.268470527954234
Sweden,2002,Europe & Central Asia,2458.13012695,3.13,3.2797,12.7,0.325438067703728
Sweden,2003,Europe & Central Asia,3109.14868164,3.05,3.3509,12.3,0.372092942799084
Sweden,2004,Europe & Central Asia,3486.53540039,3.01,3.4378,1,0.393298991357658
Sweden,2005,Europe & Central Asia,3545.95507813,2.93,3.5107,11.8,0.399942762807279
Sweden,2006,Europe & Central Asia,3763.10546875,2.89,3.596,11.4,0.562483906481893
Sweden,2007,Europe & Central Asia,4307.14453125,2.86,3.676,11.2,0.741552514625445
Sweden,2008,Europe & Central Asia,4626.63867188,2.81,3.7353,11.1,0.779033290770134
Sweden,2009,Europe & Central Asia,4137.5,2.76,3.8065,10.6,0.851904412936677
Sweden,2010,Europe & Central Asia,4420.25976563,2.73,3.8779,10.4,0.852524628765313
Sweden,2011,Europe & Central Asia,6354.29199219,2.7,3.9569,10.1,0.755150133665177
Sweden,2012,Europe & Central Asia,6254.64501953,2.66,4.0368,9.8,0.739763272434863
Sweden,2013,Europe & Central Asia,6696.1171875,2.59,4.1259,9.8,0.847348652246305
Sweden,2014,Europe & Central Asia,6605.98730469,2.54,4.2037,9.1,0.992219728591882
Sweden,2015,Europe & Central Asia,5595.03320313,2.44,4.2856,9.2,1.05745468551674
Sweden,2016,Europe & Central Asia,5674.47753906,2.34,3.984,9.1,1.25645398510305
Switzerland,2000,Europe & Central Asia,3559.81982422,6.29,3.5298,12.5,0.561954617400164
Switzerland,2001,Europe & Central Asia,3763.38452148,6.04,3.5373,1,0.632771238018431
Switzerland,2002,Europe & Central Asia,4211.72949219,5.95,3.59,11.4,0.756469145838096
Switzerland,2003,Europe & Central Asia,5018.52734375,5.82,3.7516,11.5,0.74191960337232
Switzerland,2004,Europe & Central Asia,5608.703125,5.67,3.788,1,0.687425960233006
Switzerland,2005,Europe & Central Asia,5673.94042969,5.54,3.8207,10.8,0.640601540243491
Switzerland,2006,Europe & Central Asia,5671.98144531,5.39,3.8589,10.4,0.627558473346134
Switzerland,2007,Europe & Central Asia,6154.703125,5.36,3.8518,10.4,0.893690977823134
Switzerland,2008,Europe & Central Asia,7120.65185547,5.21,3.8298,10.1,1.27061807385776
Switzerland,2009,Europe & Central Asia,7297.37988281,5.1,3.8476,9.8,1.24948463127384
Switzerland,2010,Europe & Central Asia,7705.17578125,5.19,3.8166,9.7,1.0415580576588
Switzerland,2011,Europe & Central Asia,9191.95898438,5.05,3.8355,9.4,1.11187894263206
Switzerland,2012,Europe & Central Asia,8917.11914063,4.97,3.9102,9.4,1.06181932886789
